code,1m,3m,6m,12m
005740,-7.040229885057469,-13.27077747989276,-4.712812960235646,6.414473684210531
005745,-10.63829787234043,-14.936708860759495,-16.625310173697272,-26.55737704918033
005750,-16.95804195804196,-15.780141843971629,-2.162718846549949,22.265122265122272
005800,-6.428098078197486,-17.523364485981308,2.3188405797101463,34.47619047619048
005810,-8.843537414965985,-2.1897810218978075,6.208718626155885,39.34142114384749
005820,-10.417928528164744,-2.440633245382584,2.2821576763485396,4.449152542372881
005830,-18.674351585014403,-26.625065002600103,11.895321173671691,54.54545454545454
005850,23.1270358306189,23.731587561374788,117.24137931034484,137.73584905660377
005860,-22.236340533672173,-4.374999999999996,-2.080000000000004,-16.164383561643834
005870,-36.8421052631579,-28.634361233480178,-16.709511568123393,-27.191011235955052
005880,-11.764705882352944,0.8676789587852562,32.705479452054796,51.07212475633529
005930,33.4075723830735,57.54865860073646,197.71371769383697,448.53479853479854
005935,22.215108834827134,41.302738712065135,146.3225806451613,321.41280353200887
005940,-12.8755364806867,-22.32142857142857,43.632075471698116,99.4106090373281
005945,-9.61887477313974,-14.137931034482754,30.84603258013663,76.47058823529412
005950,73.35562987736901,68.29004329004329,36.1646234676007,182.21415607985483
005960,-22.5382932166302,-18.900343642611684,22.06896551724138,71.63636363636363
005965,-14.891566265060241,-15.9047619047619,3.335283791691057,-10.853104492680465
005990,12.02872531418313,11.329170383586074,15.98513011152416,23.320158102766797
006040,-8.45253576072822,-21.252796420581653,-22.807017543859654,-17.948717948717952
006050,-36.45461043602574,-35.719450469992765,-27.011494252873558,-32.49810174639332
006060,-16.788321167883215,-17.630057803468212,-25.877763328998704,-38.37837837837837
006090,-3.6817102137767233,-8.671171171171165,-14.900314795382997,-2.524038461538458
006110,30.089820359281426,171.56250000000003,245.52683896620277,271.36752136752136
006120,-14.298093587521665,-20.62600321027287,-27.49266862170088,19.444444444444443
006125,-2.881152460984393,-1.2210012210012167,-1.8203883495145678,14.427157001414436
006140,-16.33522727272727,-22.397891963109352,15.490196078431362,4.24778761061948
006200,257.83718104495745,345.5370650529501,335.00738552437224,331.18594436310394
006220,-20.2020202020202,-38.941736028537456,-18.23248407643312,-7.14285714285714
006260,27.13903743315509,86.10567514677103,136.56716417910445,267.46522411128285
006280,0.35161744022502717,-17.32329084588644,3.0324909747292406,19.414225941422593
006340,51.842751842751845,195.34050179211468,242.85714285714283,342.21824686940965
006345,180.67542213883678,309.86301369863014,307.07482993197283,280.1778907242694
006360,-30.68592057761733,25.49019607843137,51.978891820580465,58.241758241758234
006370,-11.475409836065575,6.090373280943018,-9.849749582637735,-27.516778523489936
006380,0.0,0.0,0.0,0.0
006400,7.301587301587298,68.15920398009949,113.24921135646689,292.56678281068525
006405,-0.49586776859503745,43.67541766109786,60.962566844919785,186.12167300380227
006490,-27.442827442827443,-38.556338028169016,-54.675324675324674,-79.3368857312019
006570,-4.975124378109452,-9.04761904761905,-24.950884086444002,-21.5605749486653
006620,-16.023166023166024,-21.76258992805755,-22.182468694096602,-18.386491557223263
006650,-17.438867438867433,-24.037892243931324,-13.892617449664435,44.48198198198199
006660,36.92185007974482,23.25915290739411,10.774193548387089,16.72331747110809
006730,-19.897209985315712,-36.75362318840579,5.9223300970873805,83.67003367003367
006740,-6.3593004769475385,-24.968152866242033,-35.060639470782796,-38.581856100104275
006800,-8.419497784342688,-12.552891396332866,168.98047722342736,417.52921535893154
006805,-22.449888641425385,-35.278810408921935,62.86248830682881,220.62615101289134
00680K,-20.63414634146341,-27.688888888888886,61.0891089108911,237.551867219917
006840,-11.071849234393405,-14.204545454545459,-19.50959488272921,-29.107981220657276
006880,-16.220028208744708,-14.28571428571429,-11.738484398216942,-22.65625
006890,-16.24423963133641,-10.246913580246918,-11.664641555285538,-38.49407783417935
006910,-17.523167649536642,-22.791798107255524,85.06616257088847,245.93639575971733
006920,-32.681017612524464,2.686567164179099,15.050167224080258,-14.000000000000002
006980,-14.933920704845816,-8.483412322274885,16.115453998797346,20.687499999999993
